ID,COUNTRY,TITLE,LOGO,STREAMURL,DESC,STATUS,GENRES
41,KU,Radio ONE FM - MIX,http://live.radio-onefm.com/assets/img/media/ONEmix.png,http://stream.zeno.fm/9ud4v53e8ueuv,Radio ONE FM - MIX,1,Kurdi
42,KU,Radio ONE FM - ZAROK,http://live.radio-onefm.com/assets/img/media/ONEzarok.png,http://stream.zeno.fm/bswfvqh18wquv,Radio ONE FM - ZAROK,1,Kurdi
43,KU,Speda FM,https://i1.sndcdn.com/avatars-000129887218-0dbget-t500x500.jpg,http://siliconvalley.servep2p.com:8000/spedafm,Speda FM,1,Kurdi
44,KU,M Radio FM 105.5,https://static-media.streema.com/media/cache/ea/c4/eac45e080ecc315a2a09e2d49680a291.jpg,http://usa13.fastcast4u.com:5908/stream,M Radio FM 105.5,1,Kurdi
45,KU,Babylon fm,https://cdn-profiles.tunein.com/s191646/images/logoq.png?t=154444,https://eu7.fastcast4u.com/proxy/babylonfm,Babylon fm,1,Kurdi
46,KU,Babylon Arabia,https://babylonfm.net/wp-content/uploads/2019/06/Babylon-Arabia-white-background-square-1600x1600-170x170.jpg,https://eu7.fastcast4u.com/proxy/babylonarabia,Babylon Arabia,1,Kurdi
47,KU,Radio Al-Salam,http://babylonfm.net/wp-content/uploads/2017/04/Radio-Al-Salam-400x320-1-170x170.png,https://eu7.fastcast4u.com/proxy/radioalsalam,Radio Al-Salam,1,Kurdi
48,KU,Kurd1 Radyo,https://cdn-radiotime-logos.tunein.com/s102565q.png,https://www.radioking.com/play/kurd1-radyo,Kurd1 Radyo,1,Kurdi
49,KU,Radyo-Hevi,https://raw.githubusercontent.com/lo483/RADIO_LOGO/master/kurdi/radiohevi.png,https://anadolu.liderhost.com.tr:10939/;,Radyo-Hevi,1,Kurdi
50,KU,Radio Havin,https://raw.githubusercontent.com/lo483/RADIO_LOGO/master/kurdi/havin.png,http://radyolar.yayindinle.net:7764/;stream.mp3,Radio Havin,1,Kurdi
51,KU,Jeyani Nwe,https://raw.githubusercontent.com/lo483/RADIO_LOGO/master/kurdi/jyane%20nwe.png,https://s2.radio.co/sd3c7f8539/listen,Jeyani Nwe,1,Kurdi
52,KU,Damla Fm,https://raw.githubusercontent.com/lo483/RADIO_LOGO/master/kurdi/damla.png,http://yayin.rtmp.org:8750/;,Damla Fm,1,Kurdi
53,KU,Amed Radyo TV,https://raw.githubusercontent.com/lo483/RADIO_LOGO/master/kurdi/AmedRadyo TV.jpg,http://radyo.amedradyotv.net:8000,Amed Radyo TV,1,Kurdi
54,KU,Med Radyo,https://raw.githubusercontent.com/lo483/RADIO_LOGO/master/kurdi/MedRadyo.jpg,http://medradyo.kesintisizyayin.com:8062/;,Med Radyo,1,Kurdi
55,KU,Medya Fm,https://raw.githubusercontent.com/lo483/RADIO_LOGO/master/kurdi/MedyaFm.png,http://yayin.yayindakiler.com:4016/;,Medya Fm,1,Kurdi
56,KU,Radio 13,https://raw.githubusercontent.com/lo483/RADIO_LOGO/master/kurdi/Radio13.png,http://yayin1.yayindakiler.com:3050/,Radio 13,1,Kurdi
57,KU,Radyo Dengê Kurdî,https://raw.githubusercontent.com/lo483/RADIO_LOGO/master/kurdi/RadyoDengêKurdî.png,http://yayin.radiodengekurdi.com:3413/;,Radyo Dengê Kurdî,1,Kurdi
58,KU,Radyo Kilim,https://raw.githubusercontent.com/lo483/RADIO_LOGO/master/kurdi/radyo-kilim-dinle.jpg,http://sunucu.radyodinle.com:2727/;,Radyo Kilim,1,Kurdi
59,KU,Radyo Şirinnar,https://www.canliradyodinle.fm/wp-content/uploads/radyo-sirinnar.jpg,https://stream.radyodinle.stream/radio/8120/stream?,Radyo Şirinnar,1,Kurdi
60,KU,Radyo Van,https://www.cepradyom.com/radyodinle/admin_pa//uploads/radios/radyo-van.jpg,http://yayin2.yayindakiler.com:4040/,Radyo Van,1,Kurdi
61,KU,Radyo Yüksel,https://raw.githubusercontent.com/lo483/RADIO_LOGO/master/kurdi/RadyoYüksel.jpg,http://yayin2.canliyayin.org:8232/;,Radyo Yüksel,1,Kurdi
62,KU,K-Radyo,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQ_Mup6AsMCxIOU3RhdGlvblByb2ZpbGUYgICQ_Pvv1AgMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/yuafradr5yzuv,K-Radyo,1,Kurdi
63,KU,Zerguwan-Fm,https://raw.githubusercontent.com/lo483/RADIO_LOGO/master/kurdi/zeregwan.png,https://zerguwanfm.kesintisizyayin.com:7366/;,Zerguwan-Fm,1,Kurdi
64,KU,Emek Radyo,http://app.berdan.net/ku/upload/0676-2017-10-04.png,http://radyolar.yayindinle.net:8585/;stream.mp3,Emek Radyo,1,Kurdi
65,KU,Radyo Helex,http://canlikurtceradyodinle.com/wp-content/uploads/2018/12/radyo-helex-177x111.png,http://radyolar.yayindinle.net:9306/;stream.mp3,Radyo Helex,1,Kurdi
66,KU,Med Muzîk,https://cdn.sat.tv/wp-content/uploads/2016/05/MedMuzik.png,http://137.74.205.201/medmuzik/MedStream/chunklist.m3u8,Med Muzîk,1,Kurdi
67,KU,Gundi FM,https://images.keepone.net/4944-2019-03-07.jpg,http://gundifm.ozelip.com:7830/,Gundi FM,1,Kurdi
68,KU,Radyo Gülistan,https://kurdi.mazlumtahan.xyz/uploads/radios/radio_73995_unnamed%20(12).png,https://anadolu.liderhost.com.tr:10967/;,Radyo Gülistan,1,Kurdi
69,KU,Jesus Coming FM,https://vowim.org/images/flash/jcfmapps.png,http://live.jesuscomingfm.com:8338/;,Jesus Coming FM,1,Kurdi
70,KU,kurdsat.tv,https://raw.githubusercontent.com/lo483/RADIO_LOGO/master/kurdi/kurdsat.tv.png,https://ikomg2.mmdlive.lldns.net/ikomg2/366ca61db4c646a2bf9cd9f92dd6321c/chunklist.m3u8,kurdsat.tv,1,Tv Audio
71,KU,4 Kurd,rtyuiugf,http://51.210.199.23/hls/stream.m3u8,4 Kurd,1,Tv Audio
72,KU,Komala TV,https://tvkomala.com/wp-content/uploads/2021/10/unnamed-1.jpg,https://live.tvkomala.com/liveHLS/seclive21/chunks.m3u8,Komala TV,1,Tv Audio
73,KU,Jin Tv,https://jintv.net/static/img/jintv_logo_square_small.png,https://glparishstb40.glwiz.com/JinTV_HD/JinTV_High.m3u8,Jin Tv,1,Tv Audio
74,KU,YOL TV,http://cdn-radiotime-logos.tunein.com/s106476q.png,https://stream.yol.tv:9443/medialive/yol.m3u8,YOL TV,1,Tv Audio
75,KU,Dengi Gelî KurdIstan,https://www.kurdipedia.org/files/photos/2014/115360.JPG,https://cast2.my-control-panel.com/proxy/dgkradi1/stream,Dengi Gelî KurdIstan,1,Kurdi
76,KU,Dengi Gelî KurdIstan,https://www.kurdipedia.org/files/photos/2014/115360.JPG,https://live.bradosti.net/live/GaliKurdistan/index.m3u8,Dengi Gelî KurdIstan,1,Tv Audio
77,KU,IRIB Kordestan TV,https://television-live.com/uploads/posts/2019-06/1561405377_irib-kordestan-tv.png,https://cdnw.telewebion.com/kordestan/live/576p/index.m3u8,IRIB Kordestan TV,1,Tv Audio
78,KU,Cihan TV,https://hometvkurd.com/uploads/tv_image/cihan-tv-live.png,http://cdn.dwasat.com:1935/live/cihanhd/playlist.m3u8,Cihan TV,1,Tv Audio
79,KU,Speda TV,http://www.speda.net/images/2020/01/speda.png,http://cdn.dwasat.com:1935/live/speda084k/chunklist.m3u8,Speda TV,1,Tv Audio
80,KU,KurdSat News,https://4.bp.blogspot.com/-3wlKC6Vi0Kk/XMH3eECvIsI/AAAAAAAACus/8d9l-83sMqYXHIyaXD5RwdwkpYzlW-mawCLcBGAs/w150-h150/KurdSat-News.png,https://ikomg2.mmdlive.lldns.net/ikomg2/107b7df8f5444d778f349100739a09cd/chunklist.m3u8,KurdSat News,1,Tv Audio
81,KU,Payam TV,https://www.peyam.net/wene/logo.png,https://5ab29cc78f681.streamlock.net/PayamTV/livestream/chunklist.m3u8,Payam TV,1,Tv Audio
82,KU,Sterk Tv,http://sterktv.net/wene/2019/10/cropped-sterk-logo-1-2.png,http://137.74.205.201/sterktv/sterk/chunklist.m3u8,Sterk Tv,1,Tv Audio
83,KU,Nalia Fm Badini,https://nrttv.com/wene/nalifmlogo2.png,https://media.streambrothers.com:8232/stream,Nalia Fm Badini,1,Kurdi
84,KU,Buyer FM,https://is5-ssl.mzstatic.com/image/thumb/Purple127/v4/05/ae/d6/05aed6ce-08b0-802a-c168-2f44ef7ac1df/source/512x512bb.jpg,http://s2.voscast.com:10622/;stream.mp3,Buyer FM,1,Kurdi
85,KU,Dwarozh-Radio,https://raw.githubusercontent.com/lo483/RADIO_LOGO/master/kurdi/dwarozh.png,http://38.96.148.28:9756/;stream.mp3,Dwarozh-Radio,1,Kurdi
86,KU,Nalia Fm Sorani,https://nrttv.com/wene/nalifmlogo.png,https://media.streambrothers.com:8232/stream,Nalia Fm Sorani,1,Kurdi
87,KU,Nalia Tv,https://nrttv.com/wene/nrt1logo.png,https://media.streambrothers.com:1936/8226/8226/chunklist.m3u8,Nalia Tv,1,Tv Audio
88,KU,Wasukani FM,http://app.berdan.net/ku/upload/8606-2017-10-04.png,http://212.83.138.48:8255/;,Wasukani FM,1,Kurdi
89,KU,Xabur fm,http://app.berdan.net/ku/upload/9521-2017-02-22.png,http://212.83.138.48:8036/;,Xabur fm,1,Kurdi
90,KU,Radio Sardam ,https://www.radioonlinelive.com/wp-content/uploads/2019/11/Radio-Sardam.jpg,http://stream.zeno.fm/km3apn7gfrruv,Radio Sardam ,1,Kurdi
91,KU,"Ciyaye Kurmenc, Kurd Fm",http://kurd.fm/wp-content/uploads/2019/01/Kurd.fm_kurdish_music_songs.jpg,http://ciyaye-kurmenc.net:8000/;stream.mp3,"Ciyaye Kurmenc, Kurd Fm",1,Kurdi
92,KU,Kurdish Radio Ireland,https://i.ibb.co/ww4V0YF/unnamed.webp,http://protostar.shoutca.st:8060/autodj,Kurdish Radio Ireland,1,Artist
93,KU,LikeFM96.9,https://images.zeno.fm/hgHP1xxMpZr1iUH_5whMTf8s8xbo9F-stcj6t-mqYMk/rs:fit:500:500/g:ce:0:0/aHR0cHM6Ly9wcm94eS56ZW5vLmZtL2NvbnRlbnQvc3RhdGlvbnMvYWd4emZucGxibTh0YzNSaGRITnlNZ3NTQ2tGMWRHaERiR2xsYm5RWWdJQ1FwNWFFMVFnTUN4SU9VM1JoZEdsdmJsQnliMlpwYkdVWWdJQ1E1NnFVNGdnTW9nRUVlbVZ1YncvaW1hZ2UvP3Jlc2l6ZT01MDB4NTAwJnVwZGF0ZWQ9MTY0MzY1NDM4MjAwMA.webp,http://stream.zeno.fm/xd6bmqevy7zuv,LikeFM96.9,1,Artist
94,KU,Kurdersim,https://images.zeno.fm/YGfS-_vNkkVjTWi1TmwbMH0j9IxNtC0dlOb40Qpz4Jo/rs:fit:240:240/g:ce:0:0/aHR0cHM6Ly9wcm94eS56ZW5vLmZtL2NvbnRlbnQvc3RhdGlvbnMvYWd4emZucGxibTh0YzNSaGRITnlNZ3NTQ2tGMWRHaERiR2xsYm5RWWdJQ0l4ZGVtendnTUN4SU9VM1JoZEdsdmJsQnliMlpwYkdVWWdJQ0kxYWJuaWdnTW9nRUVlbVZ1YncvaW1hZ2UvP3Jlc2l6ZT0yNDB4MjQwJnVwZGF0ZWQ9MTY1MzYwMzEzMzAwMA.webp,http://stream.zeno.fm/w158fcq7wnhvv,Kurdersim,1,Artist
95,KU,7fla,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQufaJ0QsMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/nk87ztybs2zuv,7fla,1,Artist
96,KU,Şivan Perwer,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQmZzc1AoMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/x0xhw6c6g2zuv,Şivan Perwer,1,Artist
97,KU,Ayşe Şan,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQmbGdwQsMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/xba7zmxgr2zuv,Ayşe Şan,1,Artist
98,KU,Erdewan Zaxoyî u Eyaz Yusif,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQibaJ3AsMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/qkk6mph6g2zuv,Erdewan Zaxoyî u Eyaz Yusif,1,Artist
99,KU,Ciwan Haco,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQ6ZGj_woMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/kwe46uc6g2zuv,Ciwan Haco,1,Artist
100,KU,Zakaria Abdulla,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQqd_dgQkMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/06kh2xe5g2zuv,Zakaria Abdulla,1,Artist
101,KU,Ebdulqehar Zaxoy,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQyeSa6wsMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/m1vh4va6g2zuv,Ebdulqehar Zaxoy,1,Artist
102,KU,Bilind Ibrahim,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQyYvl8wgMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/evxh46a6g2zuv,Bilind Ibrahim,1,Artist
103,KU,Diyar Dersim,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQhe_8pAoMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/tdt5uwxgr2zuv,Diyar Dersim,1,Artist
104,KU,Ayub Ali,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQ4ZPn3wsMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/f1y1zdb6g2zuv,Ayub Ali,1,Artist
105,KU,Ahmet Kaya,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQmZ74nQgMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/znbeuu4xm2zuv,Ahmet Kaya,1,Artist
106,KU,Hozan Dino,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQydjtjQoMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/pfcyz5g6g2zuv,Hozan Dino,1,Artist
107,KU,Kamal Mohammad,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQ-erYhgoMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/w8p1e5xgr2zuv,Kamal Mohammad,1,Artist
108,KU,Nasser Razazi,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQuYCrywgMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/1bpm1bygr2zuv,Nasser Razazi,1,Artist
109,KU,Bawer Radio,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgIDg6vS9wQgMCxIOU3RhdGlvblByb2ZpbGUYgIDghpjEhwsMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/80fng7m46qzuv,Bawer Radio,1,Artist
110,KU,Radio Abdulwahid Zaxoyi,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgIDg6vS9wQgMCxIOU3RhdGlvblByb2ZpbGUYgIDgpuOY6AkMogEEemVubw/image/?keep=w&lu=Wed%20Dec%2025%2017:57:57%20UTC+0000%202019&resize=350x350,http://node-17.zeno.fm/adfhnwbcvhruv.aac,Radio Abdulwahid Zaxoyi,1,Artist
111,KU,Radio Ebdulqehar zaxoyi,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgIDg6vS9wQgMCxIOU3RhdGlvblByb2ZpbGUYgIDg-tzk-AkMogEEemVubw/image/?keep=w&lu=Fri%20Dec%2013%2015:48:36%20UTC+0000%202019&resize=350x350,http://node-29.zeno.fm/d53dvz41phruv.aac,Radio Ebdulqehar zaxoyi,1,Artist
112,KU,Radio Wêran,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgIDg6vS9wQgMCxIOU3RhdGlvblByb2ZpbGUYgIDg-tz3pAgMogEEemVubw/image/?keep=w&lu=Mon%20Nov%2025%2019:08:42%20UTC+0000%202019&resize=350x350,http://node-33.zeno.fm/cpmsee5uqhruv.aac,Radio Wêran,1,Artist
113,KU,Helly Luv Radio,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgIDg6vS9wQgMCxIOU3RhdGlvblByb2ZpbGUYgIDgxt-howoMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/a31ypum46qzuv,Helly Luv Radio,1,Artist
114,KU,Govend,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQqYqxhQoMCxIOU3RhdGlvblByb2ZpbGUYgICQqa-V5AoMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/fcuaemynq2zuv,Govend,1,Artist
115,KU,Hamisha Halparke,https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgICQ5ubv9AgMCxIOU3RhdGlvblByb2ZpbGUYgICQ5obI8goMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/epdcu270rzzuv,Hamisha Halparke,1,Artist
116,KU,NIGHTCORE RADIO ( test ),https://tools.zenoradio.com/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgIDgxbLu1wkMCxIOU3RhdGlvblByb2ZpbGUYgIDgrbiCjggMogEEemVubw/image/?resize=380x380,http://stream.zeno.fm/8xwhbskh8mzuv,NIGHTCORE RADIO ( test ),1,Artist
